0,0,0.3522002,0.4990934,0.4329934,0.3334022,0.333514,0.6304024,0.4898226,0
0.6395011,0.0480101,0.5701413,0.4953405,0.3809666,0.3893578,0.5410055,0.4095966,0.3621243,0.2429622
0.6252122,0.068465,0.6409491,0.4991747,0.5975196,0.4826172,0.5944695,0.3394536,0.5465849,0.5457375
0.1612604,0.0190181,0.3742702,0.5063282,0.5570919,0,0.4926332,0.565327,0.5746171,0.0318471
