0.090909091,0.090909091,0.090909091,0.090909091
0.163636364,0.163636364,0.163636364,0.163636364
0.054545455,0.054545455,0.054545455,0.054545455
0.127272727,0.127272727,0.127272727,0.127272727
0.054545455,0.054545455,0.054545455,0.054545455
0.018181818,0.018181818,0.018181818,0.018181818
0.090909091,0.090909091,0.090909091,0.090909091
0.090909091,0.090909091,0.090909091,0.090909091
0.090909091,0.090909091,0.090909091,0.090909091
0.163636364,0.163636364,0.163636364,0.163636364
0.054545455,0.054545455,0.054545455,0.054545455
